web-scraper-order,web-scraper-start-url,teams,teams-href,playerProfile,playerProfile-href,playername,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1666631518-2118,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Akratitos Ano Liosion,https://www.transfermarkt.com/akratitos-ano-liosion/startseite/verein/1119/saison_id/2005,Bogdan Stelea,https://www.transfermarkt.com/bogdan-stelea/profil/spieler/32185,Bogdan Stelea,"Dec 5, 1967                                                                    (54)",Goalkeeper,Retired,UD Salamanca,€100Th.,"Jul 1, 2008"
1666631522-2121,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Akratitos Ano Liosion,https://www.transfermarkt.com/akratitos-ano-liosion/startseite/verein/1119/saison_id/2005,Sotiris Lyberopoulos,https://www.transfermarkt.com/sotiris-lyberopoulos/profil/spieler/9849,Sotiris Lyberopoulos,"Jun 29, 1977                                                                    (45)",Goalkeeper,Retired,"Jul 1, 2017",free transfer,"Jul 1, 2015"
1666631532-2125,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Aílton,https://www.transfermarkt.com/ailton/profil/spieler/37662,Aílton,"Feb 27, 1980                                                                    (42)",Centre-Forward,Retired,"Dec 1, 2014",?,"Dec 1, 2013"
1666631538-2129,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Karim Mouzaoui,https://www.transfermarkt.com/karim-mouzaoui/profil/spieler/29044,Karim Mouzaoui,"Nov 20, 1975                                                                    (46)",Centre-Forward,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2008"
1666631544-2132,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Charilaos Pappas,https://www.transfermarkt.com/charilaos-pappas/profil/spieler/18938,Charilaos Pappas,"May 12, 1983                                                                    (39)",Right Winger,Retired,Apol. Kalamarias,-,"Jul 23, 2014"
1666631549-2135,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Christos Christoforidis,https://www.transfermarkt.com/christos-christoforidis/profil/spieler/27322,Christos Christoforidis,"Dec 31, 1981                                                                    (40)",Left Winger,Retired,"Jan 1, 2016",free transfer,"Jan 10, 2011"
1666631556-2138,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Wellington,https://www.transfermarkt.com/wellington/profil/spieler/25835,Wellington,"Aug 11, 1983                                                                    (39)",Left Winger,Without Club,Apol. Kalamarias,free transfer,"Jan 1, 2016"
1666631561-2141,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Vladimir Matijasevic,https://www.transfermarkt.com/vladimir-matijasevic/profil/spieler/34286,Vladimir Matijasevic,"May 10, 1978                                                                    (44)",Attacking Midfield,Retired,"Jan 1, 2007",-,"Jul 1, 2006"
1666631565-2144,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Cleyton,https://www.transfermarkt.com/cleyton/profil/spieler/24337,Cleyton,"Mar 8, 1983                                                                    (39)",Attacking Midfield,Retired,"Jul 1, 2019",-,"Sep 7, 2018"
1666631568-2147,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Ali El Omari,https://www.transfermarkt.com/ali-el-omari/profil/spieler/13158,Ali El Omari,"Jun 27, 1978                                                                    (44)",Left Midfield,Retired,"Jul 1, 2011",free transfer,"Feb 1, 2010"
1666631572-2149,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Giannis Bakanos,https://www.transfermarkt.com/giannis-bakanos/profil/spieler/34208,Giannis Bakanos,"Apr 11, 1987                                                                    (35)",Right Midfield,Unknown,"Jul 1, 2013",free transfer,"Jul 1, 2012"
1666631576-2151,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Konstantinos Spyropoulos,https://www.transfermarkt.com/konstantinos-spyropoulos/profil/spieler/16449,Konstantinos Spyropoulos,"Jul 8, 1977                                                                    (45)",Right Midfield,Retired,Paniliakos,free transfer,"Jul 1, 2009"
1666631580-2154,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Dimitrios Orfanos,https://www.transfermarkt.com/dimitrios-orfanos/profil/spieler/18937,Dimitrios Orfanos,"Nov 2, 1982                                                                    (39)",Central Midfield,Retired,"Jul 1, 2015",free transfer,"Jul 1, 2014"
1666631585-2157,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Alexandros Vergonis,https://www.transfermarkt.com/alexandros-vergonis/profil/spieler/18923,Alexandros Vergonis,"Dec 1, 1985                                                                    (36)",Central Midfield,Retired,Veria NPS,free transfer,"Aug 18, 2018"
1666631590-2159,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Pavle Popara,https://www.transfermarkt.com/pavle-popara/profil/spieler/38634,Pavle Popara,"May 20, 1987                                                                    (35)",Central Midfield,Retired,Slavia Sofia,free transfer,"Jul 1, 2017"
1666631594-2162,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Triantafyllos Parmaxidis,https://www.transfermarkt.com/triantafyllos-parmaxidis/profil/spieler/18939,Triantafyllos Parmaxidis,"Jan 2, 1979                                                                    (43)",Central Midfield,Retired,Apol. Kalamarias,free transfer,"Jul 1, 2016"
1666631600-2165,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Michalis Bolos,https://www.transfermarkt.com/michalis-bolos/profil/spieler/14524,Michalis Bolos,"Sep 10, 1984                                                                    (38)",Defensive Midfield,Retired,"Jul 1, 2010",free transfer,"Jul 1, 2008"
1666631606-2168,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Nikolaos Samouilidis,https://www.transfermarkt.com/nikolaos-samouilidis/profil/spieler/18941,Nikolaos Samouilidis,"Jun 4, 1987                                                                    (35)",Defensive Midfield,PO Atsaleniou,,free transfer,"Aug 6, 2018"
1666631611-2171,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Vasilios Myroforidis,https://www.transfermarkt.com/vasilios-myroforidis/profil/spieler/34219,Vasilios Myroforidis,"Apr 15, 1988                                                                    (34)",Defensive Midfield,Unknown,"Jan 1, 2013",-,"Jan 1, 2012"
1666631615-2174,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Dimitrios Karamanlis,https://www.transfermarkt.com/dimitrios-karamanlis/profil/spieler/24933,Dimitrios Karamanlis,"Dec 26, 1986                                                                    (35)",Defensive Midfield,Niki Efkarpias,,free transfer,"Jul 31, 2018"
1666631621-2176,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Maciej Murawski,https://www.transfermarkt.com/maciej-murawski/profil/spieler/1592,Maciej Murawski,"Feb 20, 1974                                                                    (48)",Defensive Midfield,Retired,Legia Warszawa,free transfer,"Jan 1, 2009"
1666631627-2179,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Aristidis Galanopoulos,https://www.transfermarkt.com/aristidis-galanopoulos/profil/spieler/29369,Aristidis Galanopoulos,"Sep 29, 1981                                                                    (41)",Right-Back,Without Club,PS Kalamata,-,"Aug 7, 2015"
1666631632-2182,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Dimitrios Petkakis,https://www.transfermarkt.com/dimitrios-petkakis/profil/spieler/14530,Dimitrios Petkakis,"Aug 1, 1983                                                                    (39)",Right-Back,Retired,"Jul 1, 2018",free transfer,"Jul 30, 2016"
1666631637-2185,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Merkourios Karaliopoulos,https://www.transfermarkt.com/merkourios-karaliopoulos/profil/spieler/12941,Merkourios Karaliopoulos,"Nov 26, 1977                                                                    (44)",Left-Back,Without Club,"Jul 1, 2013",free transfer,"Jul 1, 2011"
1666631651-2188,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Georgios Koltsis,https://www.transfermarkt.com/georgios-koltsis/profil/spieler/38363,Georgios Koltsis,"Oct 22, 1974                                                                    (48)",Left-Back,Retired,AO Kavala,free transfer,"Jul 1, 2010"
1666631654-2191,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Alexandros Apostolas,https://www.transfermarkt.com/alexandros-apostolas/profil/spieler/434497,Alexandros Apostolas,"Mar 1, 1988                                                                    (34)",Centre-Back,Aris Paleochor.,,free transfer,"Jul 1, 2011"
1666631659-2194,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Nikolaos Papadopoulos,https://www.transfermarkt.com/nikolaos-papadopoulos/profil/spieler/12978,Nikolaos Papadopoulos,"Oct 5, 1971                                                                    (51)",Centre-Back,Retired,OFI Crete FC,free transfer,"Jul 1, 2008"
1666631664-2197,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Stefanos Kapias,https://www.transfermarkt.com/stefanos-kapias/profil/spieler/18931,Stefanos Kapias,"Feb 15, 1984                                                                    (38)",Centre-Back,Acheron Kanal.,,free transfer,"Mar 25, 2021"
1666631668-2200,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Michalis Nikolopoulos,https://www.transfermarkt.com/michalis-nikolopoulos/profil/spieler/18936,Michalis Nikolopoulos,"Feb 26, 1980                                                                    (42)",Centre-Back,Ban,"Jul 1, 2011",free transfer,"Jul 1, 2008"
1666631674-2203,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Nikolaos Papadopoulos,https://www.transfermarkt.com/nikolaos-papadopoulos/profil/spieler/27317,Nikolaos Papadopoulos,"Sep 6, 1976                                                                    (46)",Centre-Back,Retired,Apol. Kalamarias,free transfer,"Jul 1, 2011"
1666631679-2206,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Sokratis Fytanidis,https://www.transfermarkt.com/sokratis-fytanidis/profil/spieler/18927,Sokratis Fytanidis,"May 25, 1984                                                                    (38)",Centre-Back,Without Club,Atromitos Athen,-,"Sep 26, 2020"
1666631684-2209,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Dimitrios Ioannou,https://www.transfermarkt.com/dimitrios-ioannou/profil/spieler/17218,Dimitrios Ioannou,"Mar 15, 1977                                                                    (45)",Centre-Back,Retired,Panachaiki,free transfer,"Jul 1, 2012"
1666631689-2212,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Kofi Amponsah,https://www.transfermarkt.com/kofi-amponsah/profil/spieler/9874,Kofi Amponsah,"Apr 19, 1978                                                                    (44)",Centre-Back,Retired,PAOK Salonika,free transfer,"Jul 1, 2008"
1666631694-2215,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Christos Kalogerakis,https://www.transfermarkt.com/christos-kalogerakis/profil/spieler/18930,Christos Kalogerakis,"Nov 10, 1984                                                                    (37)",Goalkeeper,Without Club,"Jul 1, 2017",free transfer,"Jul 1, 2015"
1666631699-2218,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Christos Kelpekis,https://www.transfermarkt.com/christos-kelpekis/profil/spieler/15433,Christos Kelpekis,"Aug 22, 1973                                                                    (49)",Goalkeeper,Retired,PS Kalamata,free transfer,"Jul 1, 2012"
1666631704-2221,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Sasa Radivojevic,https://www.transfermarkt.com/sasa-radivojevic/profil/spieler/34221,Sasa Radivojevic,"Apr 10, 1979                                                                    (43)",Goalkeeper,Retired,"Jan 1, 2014",?,"Jul 1, 2013"
1666631708-2224,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Apollon Kalamarias,https://www.transfermarkt.com/apollon-pontou/startseite/verein/3392/saison_id/2005,Pavel Kovac,https://www.transfermarkt.com/pavel-kovac/profil/spieler/21051,Pavel Kovac,"Aug 12, 1974                                                                    (48)",Goalkeeper,Retired,"Jul 1, 2018",free transfer,"Jul 1, 2014"
1666631719-2227,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Vasilios Bounas,https://www.transfermarkt.com/vasilios-bounas/profil/spieler/31549,Vasilios Bounas,"Nov 20, 1985                                                                    (36)",Centre-Forward,Panegialios,,free transfer,"Aug 2, 2021"
1666631723-2230,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Forkey Doe,https://www.transfermarkt.com/forkey-doe/profil/spieler/34302,Forkey Doe,"Dec 25, 1985                                                                    (36)",Centre-Forward,Without Club,"Apr 8, 2018",free transfer,"Feb 9, 2018"
1666631728-2234,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Rafik Djebbour,https://www.transfermarkt.com/rafik-djebbour/profil/spieler/20903,Rafik Djebbour,"Mar 8, 1984                                                                    (38)",Centre-Forward,Retired,"Jul 1, 2018",-,"Oct 3, 2017"
1666631733-2237,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Christos Iliopoulos,https://www.transfermarkt.com/christos-iliopoulos/profil/spieler/15143,Christos Iliopoulos,"Jan 1, 1977                                                                    (45)",Centre-Forward,Retired,Akratitos,free transfer,"Jul 1, 2007"
1666631737-2238,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Georgios Zacharopoulos,https://www.transfermarkt.com/georgios-zacharopoulos/profil/spieler/13859,Georgios Zacharopoulos,"Dec 13, 1971                                                                    (50)",Centre-Forward,Retired,Chalkidona,free transfer,"Sep 2, 2013"
1666631742-2241,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Nikolaos Skarmoutsos,https://www.transfermarkt.com/nikolaos-skarmoutsos/profil/spieler/16445,Nikolaos Skarmoutsos,"Mar 16, 1976                                                                    (46)",Right Winger,Retired,Apollon Smyrnis,free transfer,"Jul 1, 2010"
1666631746-2244,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Markos Dimos,https://www.transfermarkt.com/markos-dimos/profil/spieler/16362,Markos Dimos,"Aug 12, 1972                                                                    (50)",Central Midfield,Retired,Chalkidona,free transfer,"Jan 1, 2009"
1666631751-2248,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Georgios Korakakis,https://www.transfermarkt.com/georgios-korakakis/profil/spieler/16368,Georgios Korakakis,"Feb 9, 1976                                                                    (46)",Central Midfield,Retired,Chalkidona,free transfer,"Jan 1, 2014"
1666631756-2251,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Georgios Koutsis,https://www.transfermarkt.com/georgios-koutsis/profil/spieler/15148,Georgios Koutsis,"Sep 10, 1973                                                                    (49)",Central Midfield,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2007"
1666631761-2254,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Panagiotis Korbos,https://www.transfermarkt.com/panagiotis-korbos/profil/spieler/16375,Panagiotis Korbos,"Sep 11, 1985                                                                    (37)",Defensive Midfield,Unknown,Panionios,-,"Mar 5, 2021"
1666631765-2257,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Loukas Karadimos,https://www.transfermarkt.com/loukas-karadimos/profil/spieler/15146,Loukas Karadimos,"Aug 6, 1974                                                                    (48)",Defensive Midfield,Retired,PAOK Salonika,free transfer,"Jul 1, 2007"
1666631770-2260,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Milen Petkov,https://www.transfermarkt.com/milen-petkov/profil/spieler/9864,Milen Petkov,"Jan 12, 1974                                                                    (48)",Defensive Midfield,Retired,AEK Athens,free transfer,"Jul 1, 2008"
1666631775-2263,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Athanasios Papageorgiou,https://www.transfermarkt.com/athanasios-papageorgiou/profil/spieler/34296,"#22                    
                                            Athanasios Papageorgiou","May 9, 1987                                                                    (35)",Right-Back,AE Larisa,Second Tier,free transfer,"Feb 3, 2021"
1666631780-2266,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Stergos Marinos,https://www.transfermarkt.com/stergos-marinos/profil/spieler/30436,Stergos Marinos,"Sep 17, 1987                                                                    (35)",Right-Back,Retired,RSC Charleroi,free transfer,"Jul 15, 2013"
1666631786-2269,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Alain Raguel,https://www.transfermarkt.com/alain-raguel/profil/spieler/12877,Alain Raguel,"Sep 6, 1976                                                                    (46)",Right-Back,Retired,Panionios,free transfer,"Jul 1, 2008"
1666631791-2271,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Giannis Katemis,https://www.transfermarkt.com/giannis-katemis/profil/spieler/16366,Giannis Katemis,"May 28, 1977                                                                    (45)",Right-Back,Retired,"Jul 1, 2011",free transfer,"Jul 1, 2010"
1666631796-2274,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Dimitrios Geladaris,https://www.transfermarkt.com/dimitrios-geladaris/profil/spieler/16364,Dimitrios Geladaris,"Nov 6, 1974                                                                    (47)",Left-Back,Retired,Skoda Xanthi,free transfer,"Aug 24, 2017"
1666631801-2277,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Vasilios Apostolopoulos,https://www.transfermarkt.com/vasilios-apostolopoulos/profil/spieler/30435,Vasilios Apostolopoulos,"Aug 13, 1988                                                                    (34)",Centre-Back,Agios Ierotheos,,free transfer,"Sep 4, 2020"
1666631806-2280,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Christos Mikes,https://www.transfermarkt.com/christos-mikes/profil/spieler/16194,Christos Mikes,"Sep 23, 1971                                                                    (51)",Centre-Back,Retired,Panachaiki,-,"Jan 1, 2020"
1666631810-2283,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Panagiotis Pappas,https://www.transfermarkt.com/panagiotis-pappas/profil/spieler/16371,Panagiotis Pappas,"Aug 28, 1976                                                                    (46)",Centre-Back,Without Club,Chalkidona,free transfer,"Jul 1, 2021"
1666631815-2286,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Georgios Chalaris,https://www.transfermarkt.com/georgios-chalaris/profil/spieler/16360,Georgios Chalaris,"Jul 8, 1983                                                                    (39)",Centre-Back,Peramaikos,,free transfer,"Jan 11, 2013"
1666631820-2289,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Georgios Georgiou,https://www.transfermarkt.com/georgios-georgiou/profil/spieler/18999,Georgios Georgiou,"Sep 24, 1979                                                                    (43)",Centre-Back,Retired,"Jul 1, 2016",free transfer,"Jan 6, 2016"
1666631825-2292,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Vangelis Dagas,https://www.transfermarkt.com/vangelis-dagas/profil/spieler/16361,Vangelis Dagas,"Apr 14, 1974                                                                    (48)",Centre-Back,Retired,"Jul 1, 2009",free transfer,"Jan 1, 2009"
1666631829-2295,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Giannis Sotirchos,https://www.transfermarkt.com/giannis-sotirchos/profil/spieler/16447,Giannis Sotirchos,"Apr 6, 1977                                                                    (45)",Centre-Back,Retired,"Jul 1, 2015",free transfer,"Jul 1, 2014"
1666631834-2298,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Apostolos Androutsos,https://www.transfermarkt.com/apostolos-androutsos/profil/spieler/31548,"#1                    
                                            Apostolos Androutsos","Jul 26, 1989                                                                    (33)",Goalkeeper,GAS Ialysos,,free transfer,"Jul 1, 2016"
1666631839-2301,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Fotis Karagiolidis,https://www.transfermarkt.com/fotis-karagiolidis/profil/spieler/34291,Fotis Karagiolidis,"Aug 28, 1987                                                                    (35)",Goalkeeper,Without Club,"Jul 1, 2022",free transfer,"Sep 1, 2021"
1666631847-2304,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Konstantinos Andriolas,https://www.transfermarkt.com/konstantinos-andriolas/profil/spieler/16359,Konstantinos Andriolas,"May 1, 1985                                                                    (37)",Goalkeeper,Retired,"Jul 1, 2021",free transfer,"Jul 1, 2020"
1666631855-2307,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1/plus/?saison_id=2005,Atromitos Athen,https://www.transfermarkt.com/atromitos-athen/startseite/verein/3060/saison_id/2005,Chrysostomos Michailidis,https://www.transfermarkt.com/chrysostomos-michailidis/profil/spieler/9853,Chrysostomos Michailidis,"Jan 15, 1975                                                                    (47)",Goalkeeper,Retired,Atromitos Athen,free transfer,"Jan 1, 2012"
